gloss,video_count,sample_videos,dialects_represented,avg_frames,avg_fps
tình cờ,1,W03448.mp4,Neutral / Unspecified,148.0,30.0
tình huống,1,W03449.mp4,Neutral / Unspecified,132.0,30.0
tình yêu,1,W03451.mp4,Neutral / Unspecified,114.0,30.0
tí hon,1,W03383.mp4,Neutral / Unspecified,100.0,30.0
tích (số),1,W03390.mp4,Neutral / Unspecified,131.0,30.0
tích cực,1,W03391.mp4,Neutral / Unspecified,104.0,30.0
tím tái,1,W03434.mp4,Neutral / Unspecified,89.0,30.0
tính,1,W01313.mp4,Neutral / Unspecified,132.0,30.0
tính chất,1,W03455.mp4,Neutral / Unspecified,95.0,30.0
tính chất bằng nhau,1,W03456.mp4,Neutral / Unspecified,126.0,30.0
tính chất cơ bản của phân số,1,W03457.mp4,Neutral / Unspecified,158.0,30.0
tính chất giao hoán,1,W03458.mp4,Neutral / Unspecified,107.0,30.0
tính chất kết hợp,1,W03459.mp4,Neutral / Unspecified,110.0,30.0
tính cách,1,W03454.mp4,Neutral / Unspecified,112.0,30.0
tính nhẩm,1,W03461.mp4,Neutral / Unspecified,83.0,30.0
tính toán,1,W03463.mp4,Neutral / Unspecified,142.0,30.0
tính từ,1,W03464.mp4,Neutral / Unspecified,126.0,30.0
bật đèn,1,W00209.mp4,Neutral / Unspecified,151.0,30.0
tòa soạn,1,W03473.mp4,Neutral / Unspecified,115.0,30.0
tóc dài,1,D0428.mp4,Neutral / Unspecified,111.0,30.0
tóc dựng đứng,1,W04007.mp4,Neutral / Unspecified,120.0,30.0
bắc bán cầu,1,W00179.mp4,Neutral / Unspecified,104.0,24.0
tóc xoăn,1,W03479.mp4,Neutral / Unspecified,129.0,30.0
tóm cổ,1,W03480.mp4,Neutral / Unspecified,146.0,30.0
tóm lược,1,W03481.mp4,Neutral / Unspecified,137.0,30.0
tóm tắt,1,W03482.mp4,Neutral / Unspecified,220.0,30.0
bắc bộ,1,W00181.mp4,Neutral / Unspecified,131.0,30.0
bắc giang,1,W00182.mp4,Neutral / Unspecified,108.0,24.0
tôi yêu bạn ấy,1,D0139.mp4,Neutral / Unspecified,155.0,30.0
tôm hùm,1,D0385.mp4,Neutral / Unspecified,133.0,30.0
tôn thờ,1,W03492.mp4,Neutral / Unspecified,146.0,30.0
bắc kạn,1,W00183.mp4,Neutral / Unspecified,120.0,30.0
tù giam,1,W03678.mp4,Neutral / Unspecified,142.0,30.0
túm tóc,1,W03692.mp4,Neutral / Unspecified,122.0,30.0
tăm,1,W03100.mp4,Neutral / Unspecified,104.0,30.0
tĩnh lặng,1,W03452.mp4,Neutral / Unspecified,153.0,30.0
tươi cười,1,W03725.mp4,Neutral / Unspecified,146.0,30.0
tương lai,1,D0288.mp4,Neutral / Unspecified,98.0,30.0
bắc ninh,1,W00185.mp4,Neutral / Unspecified,71.0,24.0
tương ứng,1,W03729.mp4,Neutral / Unspecified,260.0,30.0
bắn cung tên,1,D0218.mp4,Neutral / Unspecified,235.0,30.0
tưởng,1,W03730.mp4,Neutral / Unspecified,122.0,30.0
bắn súng,1,W00187.mp4,Neutral / Unspecified,515.0,30.0
tượng,1,W03734.mp4,Neutral / Unspecified,141.0,30.0
tượng đài,1,W03735.mp4,Neutral / Unspecified,151.0,30.0
tạm biệt,1,W03075.mp4,Neutral / Unspecified,94.0,30.0
tạo dáng,1,W03081.mp4,Neutral / Unspecified,103.0,30.0
tạo thành,1,W00559.mp4,Neutral / Unspecified,70.0,24.0
tải về,1,D0264.mp4,Neutral / Unspecified,120.0,30.0
tấm lòng,1,W01204.mp4,Neutral / Unspecified,93.0,24.0
bắt,1,W00197.mp4,Neutral / Unspecified,130.0,30.0
tấn công,1,W03107.mp4,Neutral / Unspecified,96.0,30.0
tẩy chay,1,D0354.mp4,Neutral / Unspecified,92.0,30.0
tận số,1,D0221.mp4,Neutral / Unspecified,242.0,30.0
tập hợp (toán học),1,W03110.mp4,Neutral / Unspecified,76.0,30.0
tập hợp rỗng,1,W03111.mp4,Neutral / Unspecified,73.0,30.0
tập làm văn,1,W03112.mp4,Neutral / Unspecified,104.0,30.0
tập thể,1,W03115N.mp4,N (Miền Nam / South),79.0,30.0
bắt buộc,1,W01008.mp4,Neutral / Unspecified,56.0,24.0
tập trung,1,W03117.mp4,Neutral / Unspecified,95.0,30.0
tập viết,1,W03118.mp4,Neutral / Unspecified,143.0,30.0
tặc lưỡi,1,W03099.mp4,Neutral / Unspecified,91.0,30.0
bắt giữ,1,W00199.mp4,Neutral / Unspecified,164.0,30.0
bắt nạt,1,W00200.mp4,Neutral / Unspecified,133.0,30.0
tết thiếu nhi,1,W03133N.mp4,N (Miền Nam / South),90.0,30.0
bắt tay,1,W00202.mp4,Neutral / Unspecified,252.0,30.0
bằng,1,W00194.mp4,Neutral / Unspecified,142.0,30.0
tỉ lệ,1,W03377.mp4,Neutral / Unspecified,107.0,30.0
tỉ mỉ,1,W03379.mp4,Neutral / Unspecified,116.0,30.0
tỉ số,1,W03380.mp4,Neutral / Unspecified,115.0,30.0
tỉ số phần trăm,1,W03381.mp4,Neutral / Unspecified,87.0,30.0
tỉnh,1,D0002.mp4,Neutral / Unspecified,147.0,24.0
tỉnh táo,1,D0300.mp4,Neutral / Unspecified,95.0,30.0
tỏa hương,1,W03474.mp4,Neutral / Unspecified,147.0,30.0
tống tiền,1,W03507.mp4,Neutral / Unspecified,128.0,30.0
tồn tại,1,W00158.mp4,Neutral / Unspecified,91.0,24.0
tổ chim,1,W03488.mp4,Neutral / Unspecified,121.0,30.0
tổ tiên,1,W03494.mp4,Neutral / Unspecified,112.0,30.0
tổ trưởng,1,W03495.mp4,Neutral / Unspecified,134.0,30.0
tổng (số),1,W03502.mp4,Neutral / Unspecified,118.0,30.0
tổng hợp,1,W03503.mp4,Neutral / Unspecified,115.0,30.0
bằng phẳng,1,W00195.mp4,Neutral / Unspecified,148.0,30.0
bế em,1,W00232.mp4,Neutral / Unspecified,149.0,30.0
bến phà,1,W00242.mp4,Neutral / Unspecified,170.0,30.0
bến tre,1,W00244.mp4,Neutral / Unspecified,166.0,30.0
tờ tiền,1,W03512.mp4,Neutral / Unspecified,131.0,30.0
tụ tập,1,W03682.mp4,Neutral / Unspecified,121.0,30.0
tủi thân,1,W03689.mp4,Neutral / Unspecified,140.0,30.0
từ bỏ,1,W03710.mp4,Neutral / Unspecified,154.0,30.0
bến tàu,1,W00243.mp4,Neutral / Unspecified,163.0,30.0
từ ngữ,1,W03712.mp4,Neutral / Unspecified,92.0,24.0
từ phải sang trái,1,W03713.mp4,Neutral / Unspecified,71.0,24.0
bến xe,1,W00245.mp4,Neutral / Unspecified,162.0,30.0
từ trái sang phải,1,W03715.mp4,Neutral / Unspecified,76.0,24.0
từ đồng âm,1,W03711.mp4,Neutral / Unspecified,70.0,24.0
tự (tự làm),1,W03568.mp4,Neutral / Unspecified,91.0,30.0
bể bơi,1,W00230.mp4,Neutral / Unspecified,132.0,30.0
tự giác,1,D0037.mp4,Neutral / Unspecified,109.0,30.0
tự hào,1,D0333.mp4,Neutral / Unspecified,119.0,30.0
bể cá,1,W00231.mp4,Neutral / Unspecified,279.0,30.0
bệ xí,1,W00235.mp4,Neutral / Unspecified,166.0,30.0
tự trọng,1,D0336.mp4,Neutral / Unspecified,103.0,30.0
bệnh nhân,1,W00248.mp4,Neutral / Unspecified,310.0,30.0
u,1,D0514.mp4,Neutral / Unspecified,77.0,24.0
u ám ( trời u ám),1,W03738.mp4,Neutral / Unspecified,145.0,30.0
ung dung,1,W03740.mp4,Neutral / Unspecified,248.0,30.0
bệnh phong/cùi,1,D0366.mp4,Neutral / Unspecified,112.0,30.0
unicef,1,W03744.mp4,Neutral / Unspecified,119.0,30.0
uốn,1,W03745.mp4,Neutral / Unspecified,79.0,30.0
uốn cong,1,W03746.mp4,Neutral / Unspecified,114.0,30.0
uốn dẻo,1,W03747.mp4,Neutral / Unspecified,114.0,24.0
uốn tóc,1,W03748.mp4,Neutral / Unspecified,107.0,30.0
v,1,D0516.mp4,Neutral / Unspecified,63.0,24.0
va chạm,1,W03759.mp4,Neutral / Unspecified,61.0,24.0
va li,1,W03761.mp4,Neutral / Unspecified,226.0,30.0
vai,1,W03767.mp4,Neutral / Unspecified,148.0,30.0
vai trò,1,W03768.mp4,Neutral / Unspecified,135.0,30.0
vi khuẩn,1,W03823.mp4,Neutral / Unspecified,142.0,30.0
viết lia lịa,1,W03842.mp4,Neutral / Unspecified,128.0,30.0
việc làm,1,W03835.mp4,Neutral / Unspecified,90.0,30.0
viện bảo tàng,1,W03840.mp4,Neutral / Unspecified,151.0,30.0
viện nghiên cứu,1,W03841.mp4,Neutral / Unspecified,137.0,30.0
vua hùng,1,W03887.mp4,Neutral / Unspecified,105.0,30.0
bệnh thủy đậu,1,W00247.mp4,Neutral / Unspecified,128.0,30.0
bệnh tật,1,W00249.mp4,Neutral / Unspecified,120.0,30.0
bệnh đao - down,1,D03671.mp4,Neutral / Unspecified,75.0,30.0
vui tính,1,W03892.mp4,Neutral / Unspecified,137.0,30.0
vun đắp,1,W03894.mp4,Neutral / Unspecified,110.0,30.0
vuông góc,1,W03911.mp4,Neutral / Unspecified,108.0,30.0
vuốt tóc,1,W03909.mp4,Neutral / Unspecified,130.0,30.0
vàng (kim loại),1,W03777.mp4,Neutral / Unspecified,115.0,30.0
vàng bạc,1,W03778.mp4,Neutral / Unspecified,118.0,30.0
vào,1,W03780.mp4,Neutral / Unspecified,179.0,30.0
vào lớp,1,W03781.mp4,Neutral / Unspecified,115.0,30.0
bị động,1,W00253.mp4,Neutral / Unspecified,122.0,30.0
vá quần áo,1,W04062.mp4,Neutral / Unspecified,137.0,30.0
vá xe,1,W03784.mp4,Neutral / Unspecified,144.0,30.0
vác,1,W03762.mp4,Neutral / Unspecified,117.0,30.0
vái lạy,1,W03770.mp4,Neutral / Unspecified,132.0,30.0
vái tứ phương,1,W03771.mp4,Neutral / Unspecified,152.0,30.0
vây bắt,1,W03810.mp4,Neutral / Unspecified,111.0,30.0
vé,1,W03814.mp4,Neutral / Unspecified,243.0,30.0
vênh váo,1,W03820.mp4,Neutral / Unspecified,108.0,30.0
bịa đặt,1,W00256.mp4,Neutral / Unspecified,160.0,30.0
bọc sách,1,W00301.mp4,Neutral / Unspecified,153.0,30.0
vòi nước,1,W03858.mp4,Neutral / Unspecified,152.0,30.0
vòi voi,1,W03852.mp4,Neutral / Unspecified,236.0,30.0
vòm lá,1,W03860.mp4,Neutral / Unspecified,132.0,30.0
vòng cung,1,W03861.mp4,Neutral / Unspecified,145.0,30.0
vòng nguyệt quế,1,D0216.mp4,Neutral / Unspecified,125.0,30.0
vòng quanh trái đất,1,W03854.mp4,Neutral / Unspecified,184.0,30.0
vòng tròn,1,W03863.mp4,Neutral / Unspecified,154.0,30.0
vòng đeo tay,1,W03853.mp4,Neutral / Unspecified,95.0,30.0
vòng đời,1,W03862.mp4,Neutral / Unspecified,137.0,30.0
bọt biển,1,W00313.mp4,Neutral / Unspecified,115.0,30.0
vô lo vô nghĩ,1,W03867.mp4,Neutral / Unspecified,136.0,30.0
vô lí,1,W03866.mp4,Neutral / Unspecified,153.0,30.0
vô tâm,1,W03868.mp4,Neutral / Unspecified,131.0,30.0
vô tình,1,D0039.mp4,Neutral / Unspecified,139.0,30.0
vô tư,1,W03870.mp4,Neutral / Unspecified,131.0,30.0
vô ý,1,W03871.mp4,Neutral / Unspecified,141.0,30.0
vô ý thức,1,W03872.mp4,Neutral / Unspecified,116.0,30.0
võ nguyên giáp,1,W03851.mp4,Neutral / Unspecified,143.0,30.0
võ thuật,1,W03856.mp4,Neutral / Unspecified,258.0,30.0
võ thị sáu,1,D0203.mp4,Neutral / Unspecified,181.0,30.0
võng (cái võng),1,W03864.mp4,Neutral / Unspecified,142.0,30.0
vùng vẫy (dành cho người),1,W03903.mp4,Neutral / Unspecified,104.0,30.0
văn,1,W03786.mp4,Neutral / Unspecified,141.0,30.0
văn bản,1,W03787.mp4,Neutral / Unspecified,131.0,30.0
văn miếu quốc tử giám,1,W03791.mp4,Neutral / Unspecified,154.0,30.0
bọt xà phòng,1,W00314.mp4,Neutral / Unspecified,152.0,30.0
vĩ cầm,1,W03826.mp4,Neutral / Unspecified,122.0,30.0
vĩ đại,1,W03827.mp4,Neutral / Unspecified,102.0,30.0
vĩnh long,1,W03846.mp4,Neutral / Unspecified,123.0,30.0
vĩnh phúc,1,W03847.mp4,Neutral / Unspecified,133.0,30.0
vũ công,1,W03885.mp4,Neutral / Unspecified,118.0,30.0
vũ trụ,1,W03886.mp4,Neutral / Unspecified,127.0,30.0
vườn thú,1,W03917.mp4,Neutral / Unspecified,101.0,30.0
vượt trội,1,W03924.mp4,Neutral / Unspecified,99.0,30.0
vạch trần,1,W03765.mp4,Neutral / Unspecified,135.0,30.0
vạch xuất phát,1,W03766.mp4,Neutral / Unspecified,228.0,30.0
vạm vỡ,1,W03773.mp4,Neutral / Unspecified,123.0,30.0
vạt áo,1,W03785.mp4,Neutral / Unspecified,70.0,24.0
bỏ hoang,1,W00292.mp4,Neutral / Unspecified,277.0,30.0
bỏ phiếu,1,W00293.mp4,Neutral / Unspecified,150.0,30.0
bỏ qua,1,W00294.mp4,Neutral / Unspecified,144.0,30.0
bỏ rơi,1,W00295.mp4,Neutral / Unspecified,178.0,30.0
vẫy tay,1,W03812.mp4,Neutral / Unspecified,241.0,30.0
vẫy vùng (cá),1,W03813.mp4,Neutral / Unspecified,137.0,30.0
vận chuyển,1,W03800.mp4,Neutral / Unspecified,85.0,24.0
vận tốc,1,W03804.mp4,Neutral / Unspecified,118.0,30.0
vận động,1,W03801.mp4,Neutral / Unspecified,105.0,30.0
vật,1,W03806.mp4,Neutral / Unspecified,121.0,30.0
bỏng,1,W00305.mp4,Neutral / Unspecified,125.0,30.0
vắn tắt,1,W03794.mp4,Neutral / Unspecified,110.0,30.0
bỏng ngô,1,W00306.mp4,Neutral / Unspecified,150.0,30.0
vắng lặng,1,W03796.mp4,Neutral / Unspecified,94.0,24.0
vắt cam,1,W03797.mp4,Neutral / Unspecified,100.0,30.0
vắt chanh,1,D0398.mp4,Neutral / Unspecified,121.0,30.0
vết thương,1,W03821.mp4,Neutral / Unspecified,105.0,30.0
về (sài gòn),1,D0158N.mp4,N (Miền Nam / South),107.0,30.0
bố,1,W00325.mp4,Neutral / Unspecified,97.0,24.0
về 3 (đi về),1,D0160.mp4,Neutral / Unspecified,129.0,30.0
về 4 (từ nơi khác về),1,D0161.mp4,Neutral / Unspecified,110.0,30.0
về 5 (về nhà),1,D0162.mp4,Neutral / Unspecified,120.0,30.0
vệ sinh cá nhân,1,W03819.mp4,Neutral / Unspecified,124.0,30.0
vị ngữ,1,W03829.mp4,Neutral / Unspecified,124.0,30.0
vị trí,1,W03832.mp4,Neutral / Unspecified,133.0,30.0
vịnh,1,W03848.mp4,Neutral / Unspecified,248.0,30.0
vịnh hạ long,1,W03849.mp4,Neutral / Unspecified,145.0,30.0
vịt quay,1,D0389.mp4,Neutral / Unspecified,113.0,30.0
vỏ,1,W03855.mp4,Neutral / Unspecified,137.0,30.0
vồ,1,W03873.mp4,Neutral / Unspecified,122.0,30.0
vỗ cánh,1,W03875.mp4,Neutral / Unspecified,126.0,30.0
vỗ tay,1,W03876.mp4,Neutral / Unspecified,238.0,30.0
vỗ về,1,D0235.mp4,Neutral / Unspecified,96.0,30.0
vội vã,1,W03878.mp4,Neutral / Unspecified,127.0,30.0
vớt,1,W03884.mp4,Neutral / Unspecified,121.0,30.0
vở chèo,1,W03881.mp4,Neutral / Unspecified,79.0,24.0
vỡ,1,W03882.mp4,Neutral / Unspecified,119.0,30.0
vỡ lòng,1,W03883.mp4,Neutral / Unspecified,118.0,30.0
vợt cầu lông,1,D0448.mp4,Neutral / Unspecified,121.0,30.0
vững chắc,1,W03912.mp4,Neutral / Unspecified,131.0,30.0
vực sâu,1,W01852.mp4,Neutral / Unspecified,79.0,24.0
w,1,D0523.mp4,Neutral / Unspecified,72.0,24.0
bố mẹ,1,W00327.mp4,Neutral / Unspecified,118.0,24.0
xa cách,1,W03925.mp4,Neutral / Unspecified,98.0,30.0
xa vô tận,1,W03869.mp4,Neutral / Unspecified,262.0,30.0
xa xôi,1,W03928.mp4,Neutral / Unspecified,135.0,30.0
bố trí,1,W00320.mp4,Neutral / Unspecified,153.0,30.0
xe ben,1,W03960.mp4,Neutral / Unspecified,152.0,30.0
xe container,1,D0176.mp4,Neutral / Unspecified,150.0,30.0
bốc hơi,1,W00330.mp4,Neutral / Unspecified,114.0,24.0
xe cẩu,1,W03971.mp4,Neutral / Unspecified,150.0,30.0
bốc thăm,1,W00331.mp4,Neutral / Unspecified,110.0,24.0
xe cứu thương,1,W03965.mp4,Neutral / Unspecified,107.0,30.0
bốc vác,1,W00322.mp4,Neutral / Unspecified,125.0,30.0
xe lam,1,W03968.mp4,Neutral / Unspecified,98.0,30.0
xe lu,1,W03969.mp4,Neutral / Unspecified,98.0,30.0
xe máy,1,W03961.mp4,Neutral / Unspecified,127.0,30.0
xe tải,1,W03615.mp4,Neutral / Unspecified,131.0,30.0
xe đạp,1,W03959.mp4,Neutral / Unspecified,109.0,30.0
bối rối,1,D0069.mp4,Neutral / Unspecified,117.0,30.0
xem xét,1,W03974.mp4,Neutral / Unspecified,104.0,30.0
xem đã,1,D0196.mp4,Neutral / Unspecified,113.0,30.0
xen,1,W03975.mp4,Neutral / Unspecified,126.0,30.0
xin lỗi,1,W03990.mp4,Neutral / Unspecified,104.0,30.0
xinh,1,W03991.mp4,Neutral / Unspecified,105.0,30.0
xinh xắn,1,W03992.mp4,Neutral / Unspecified,112.0,30.0
xoa đầu,1,D0105.mp4,Neutral / Unspecified,186.0,30.0
xoá bỏ,1,W03995.mp4,Neutral / Unspecified,99.0,30.0
xoáy,1,W03996.mp4,Neutral / Unspecified,125.0,30.0
xu (tiền),1,W04006.mp4,Neutral / Unspecified,77.0,24.0
xui xẻo,1,D0268N.mp4,N (Miền Nam / South),116.0,30.0
xung phong,1,W04016.mp4,Neutral / Unspecified,142.0,30.0
xung quanh nhà,1,W04017.mp4,Neutral / Unspecified,159.0,30.0
xung đột,1,W04014.mp4,Neutral / Unspecified,107.0,30.0
xuyên việt,1,D0207.mp4,Neutral / Unspecified,128.0,30.0
bốn là,1,D0149.mp4,Neutral / Unspecified,80.0,30.0
xuất khẩu,1,W04011.mp4,Neutral / Unspecified,119.0,30.0
xuống,1,W04019.mp4,Neutral / Unspecified,121.0,30.0
bồ kết,1,W00315.mp4,Neutral / Unspecified,145.0,30.0
bồi bàn,1,W00332.mp4,Neutral / Unspecified,125.0,24.0
xào,1,D0376.mp4,Neutral / Unspecified,224.0,30.0
xác chết,1,W03940.mp4,Neutral / Unspecified,91.0,30.0
xác định,1,W03941.mp4,Neutral / Unspecified,94.0,30.0
xách nặng,1,W03943.mp4,Neutral / Unspecified,154.0,30.0
xách túi,1,W03936.mp4,Neutral / Unspecified,106.0,30.0
xâm hại tình dục,1,W02380.mp4,Neutral / Unspecified,97.0,30.0
xâm lược,1,W03953.mp4,Neutral / Unspecified,120.0,30.0
bồi thường,1,W00333.mp4,Neutral / Unspecified,125.0,24.0
xây nhà,1,W03958.mp4,Neutral / Unspecified,110.0,30.0
xã,1,W03939.mp4,Neutral / Unspecified,226.0,30.0
bồn hoa,1,W00334.mp4,Neutral / Unspecified,141.0,30.0
xé rách,1,W03973.mp4,Neutral / Unspecified,80.0,30.0
bồn rửa bát,1,W00335.mp4,Neutral / Unspecified,130.0,24.0
xích đạo,1,W03986.mp4,Neutral / Unspecified,137.0,30.0
xóa bảng,1,W03993.mp4,Neutral / Unspecified,187.0,30.0
xóm làng,1,W03999.mp4,Neutral / Unspecified,119.0,30.0
xô,1,W04000.mp4,Neutral / Unspecified,125.0,30.0
xôi,1,W04001.mp4,Neutral / Unspecified,110.0,30.0
xôi gà,1,D0089.mp4,Neutral / Unspecified,130.0,30.0
xôi gấc,1,D0088.mp4,Neutral / Unspecified,108.0,30.0
xông hơi,1,W04003.mp4,Neutral / Unspecified,100.0,30.0
xúc xắc,1,W04013.mp4,Neutral / Unspecified,120.0,30.0
xăm,1,W03947.mp4,Neutral / Unspecified,114.0,30.0
xăng,1,W03948.mp4,Neutral / Unspecified,113.0,30.0
xăng-ti-mét (cm),1,W03949.mp4,Neutral / Unspecified,121.0,30.0
xăng-ti-mét-khối (cm3),1,W03950.mp4,Neutral / Unspecified,159.0,30.0
xăng-ti-mét-vuông (cm2),1,W03951.mp4,Neutral / Unspecified,145.0,30.0
bổ ngữ,1,W00317.mp4,Neutral / Unspecified,112.0,30.0
xương rồng,1,W04028.mp4,Neutral / Unspecified,139.0,30.0
xả rác,1,W03933.mp4,Neutral / Unspecified,72.0,24.0
xảy ra,1,D0258.mp4,Neutral / Unspecified,103.0,30.0
xẻng,1,W03976.mp4,Neutral / Unspecified,122.0,30.0
xếp,1,W03978.mp4,Neutral / Unspecified,117.0,30.0
xếp hàng,1,W03979.mp4,Neutral / Unspecified,100.0,30.0
xếp hàng dọc,1,W03980.mp4,Neutral / Unspecified,92.0,30.0
xếp hàng ngang,1,W03981.mp4,Neutral / Unspecified,98.0,30.0
xếp hàng ưu tiên,1,W03982.mp4,Neutral / Unspecified,130.0,30.0
xếp hình,1,W03983.mp4,Neutral / Unspecified,107.0,30.0
xịt côn trùng,1,W01043.mp4,Neutral / Unspecified,153.0,30.0
xứ nghệ,1,W04023.mp4,Neutral / Unspecified,112.0,30.0
xử lý,1,D0115.mp4,Neutral / Unspecified,131.0,30.0
y,1,D0518N.mp4,N (Miền Nam / South),64.0,24.0
y tế,1,W04034.mp4,Neutral / Unspecified,114.0,30.0
y-éc-xanh,1,W04031.mp4,Neutral / Unspecified,128.0,30.0
yên bái,1,W04043.mp4,Neutral / Unspecified,119.0,30.0
yên bình,1,W04044.mp4,Neutral / Unspecified,151.0,30.0
yên lòng,1,W04046.mp4,Neutral / Unspecified,146.0,30.0
yên ngựa,1,W00942.mp4,Neutral / Unspecified,127.0,30.0
yên tâm,1,W04048.mp4,Neutral / Unspecified,136.0,30.0
bổ trợ,1,W00318.mp4,Neutral / Unspecified,156.0,30.0
bổ ích,1,W00316.mp4,Neutral / Unspecified,156.0,30.0
yêu nước việt nam,1,D0232.mp4,Neutral / Unspecified,320.0,30.0
yếm,1,W04041.mp4,Neutral / Unspecified,88.0,30.0
bộ sách,1,W00329.mp4,Neutral / Unspecified,125.0,24.0
yếu tố,1,W04060.mp4,Neutral / Unspecified,132.0,30.0
z,1,D0519.mp4,Neutral / Unspecified,170.0,24.0
ác,1,W00000.mp4,Neutral / Unspecified,120.0,30.0
ác cảm,1,W00001.mp4,Neutral / Unspecified,130.0,30.0
ác mộng,1,W00003.mp4,Neutral / Unspecified,118.0,30.0
ác độc,1,W00002.mp4,Neutral / Unspecified,114.0,30.0
áo,1,W00028.mp4,Neutral / Unspecified,119.0,30.0
áo cánh,1,W00030.mp4,Neutral / Unspecified,98.0,30.0
áo kẻ sọc,1,D0302.mp4,Neutral / Unspecified,127.0,30.0
áo len,1,W00033.mp4,Neutral / Unspecified,106.0,30.0
áo phao,1,W00034.mp4,Neutral / Unspecified,130.0,30.0
bộ truyện,1,W00321.mp4,Neutral / Unspecified,116.0,30.0
bột giặt,1,W00340.mp4,Neutral / Unspecified,132.0,30.0
áo ấm,1,W00029.mp4,Neutral / Unspecified,113.0,30.0
áp phích,1,W00036.mp4,Neutral / Unspecified,141.0,30.0
bớt,1,W00353.mp4,Neutral / Unspecified,120.0,30.0
âm thanh,1,W00045.mp4,Neutral / Unspecified,118.0,30.0
bớt đi,1,W00354.mp4,Neutral / Unspecified,101.0,30.0
âu cơ,1,W00062.mp4,Neutral / Unspecified,114.0,30.0
bờ biển,1,W00344.mp4,Neutral / Unspecified,144.0,30.0
ê đê,1,W01357.mp4,Neutral / Unspecified,128.0,30.0
ê-ti-ô-pi-a (nước ê-ti-ô-pi-a),1,W01360.mp4,Neutral / Unspecified,136.0,30.0
ích lợi,1,W01727.mp4,Neutral / Unspecified,95.0,30.0
ít,1,W01730.mp4,Neutral / Unspecified,106.0,30.0
ít hơn,1,W01731.mp4,Neutral / Unspecified,131.0,30.0
ít nhất,1,W01732.mp4,Neutral / Unspecified,110.0,30.0
óc,1,W02557.mp4,Neutral / Unspecified,159.0,30.0
bờ ruộng,1,W00346.mp4,Neutral / Unspecified,160.0,30.0
ô nhiễm,1,W02559.mp4,Neutral / Unspecified,134.0,30.0
ô tô,1,W02561.mp4,Neutral / Unspecified,107.0,30.0
ô ăn quan,1,W02558.mp4,Neutral / Unspecified,111.0,30.0
ô-lim-píc,1,D0215.mp4,Neutral / Unspecified,140.0,30.0
ôm,1,W02565.mp4,Neutral / Unspecified,102.0,30.0
ôn luyện,1,W02569.mp4,Neutral / Unspecified,105.0,30.0
ôn tập,1,W02570.mp4,Neutral / Unspecified,105.0,30.0
bờ rào,1,W00345.mp4,Neutral / Unspecified,123.0,30.0
ông già,1,W02572.mp4,Neutral / Unspecified,122.0,30.0
bờm tóc,1,W00352.mp4,Neutral / Unspecified,71.0,24.0
bụi tre,1,W01827.mp4,Neutral / Unspecified,264.0,30.0
úp,1,W03749.mp4,Neutral / Unspecified,110.0,30.0
ý chí,1,W04035.mp4,Neutral / Unspecified,107.0,30.0
bụi đời,1,W00358.mp4,Neutral / Unspecified,156.0,30.0
ý thức,1,W04039.mp4,Neutral / Unspecified,106.0,30.0
ý tưởng,1,W04040.mp4,Neutral / Unspecified,131.0,30.0
bụng,1,W00362.mp4,Neutral / Unspecified,135.0,30.0
ăn bám,1,D0338.mp4,Neutral / Unspecified,98.0,30.0
ăn cóc,1,D0600.mp4,Neutral / Unspecified,120.0,30.0
ăn diện,1,W00039.mp4,Neutral / Unspecified,144.0,30.0
ăn hối lộ,1,W00040.mp4,Neutral / Unspecified,142.0,30.0
ăn uống,1,W00042.mp4,Neutral / Unspecified,280.0,30.0
ăn vú sữa,1,D0172.mp4,Neutral / Unspecified,105.0,30.0
ăn vú sữa (bằng thìa),1,D0171.mp4,Neutral / Unspecified,135.0,30.0
ăn vặt,1,W00043.mp4,Neutral / Unspecified,119.0,30.0
ăn vụng,1,D0257.mp4,Neutral / Unspecified,78.0,30.0
ăn vừa,1,D0441.mp4,Neutral / Unspecified,123.0,30.0
ăn xin,1,W00044.mp4,Neutral / Unspecified,116.0,30.0
ăn ít,1,D0442.mp4,Neutral / Unspecified,82.0,30.0
ăn đủ,1,D0440.mp4,Neutral / Unspecified,98.0,30.0
đ,1,D0495.mp4,Neutral / Unspecified,105.0,24.0
đan,1,W01095.mp4,Neutral / Unspecified,126.0,30.0
đau bụng,1,D0356.mp4,Neutral / Unspecified,110.0,30.0
đau chân,1,D0358.mp4,Neutral / Unspecified,89.0,30.0
đau mắt,1,D0355.mp4,Neutral / Unspecified,104.0,30.0
đau mắt đỏ,1,D0446.mp4,Neutral / Unspecified,140.0,30.0
đau tai,1,D0359.mp4,Neutral / Unspecified,122.0,30.0
đau tay,1,D0357.mp4,Neutral / Unspecified,105.0,30.0
